,theta,phi,cluster
2521,0.12,0.094,1
2522,0.12,0.096,1
2523,0.12,0.098,1
2524,0.12,0.1,1
2525,0.125,-0.1,3
2526,0.125,-0.098,3
2527,0.125,-0.096,3
2528,0.125,-0.094,3
2529,0.125,-0.092,3
2530,0.125,-0.09,3
2531,0.125,-0.088,3
2532,0.125,-0.086,3
2533,0.125,-0.084,3
2534,0.125,-0.082,3
2535,0.125,-0.08,3
2536,0.125,-0.078,3
2537,0.125,-0.076,3
2538,0.125,-0.074,3
2539,0.125,-0.072,3
2540,0.125,-0.07,3
2541,0.125,-0.068,3
2542,0.125,-0.066,3
2543,0.125,-0.064,3
2544,0.125,-0.062,3
2545,0.125,-0.06,3
2546,0.125,-0.058,3
2547,0.125,-0.056,3
2548,0.125,-0.054,3
2549,0.125,-0.052,3
2550,0.125,-0.05,3
2551,0.125,-0.048,3
2552,0.125,-0.046,3
2553,0.125,-0.044,3
2554,0.125,-0.042,3
2555,0.125,-0.04,3
2556,0.125,-0.038,3
2557,0.125,-0.036,3
2558,0.125,-0.034,3
2559,0.125,-0.032,3
2560,0.125,-0.03,3
2561,0.125,-0.028,3
2562,0.125,-0.026,3
2563,0.125,-0.024,3
2564,0.125,-0.022,3
2565,0.125,-0.02,3
2566,0.125,-0.018,3
2567,0.125,-0.016,1
2568,0.125,-0.014,1
2569,0.125,-0.012,1
2570,0.125,-0.01,1
2571,0.125,-0.008,1
2572,0.125,-0.006,1
2573,0.125,-0.004,1
2574,0.125,-0.002,1
2575,0.125,0.0,1
2576,0.125,0.002,1
2577,0.125,0.004,1
2578,0.125,0.006,1
2579,0.125,0.008,1
2580,0.125,0.01,1
2581,0.125,0.012,1
2582,0.125,0.014,1
2583,0.125,0.016,1
2584,0.125,0.018,1
2585,0.125,0.02,1
2586,0.125,0.022,1
2587,0.125,0.024,1
2588,0.125,0.026,1
2589,0.125,0.028,1
2590,0.125,0.03,1
2591,0.125,0.032,1
2592,0.125,0.034,1
2593,0.125,0.036,1
2594,0.125,0.038,1
2595,0.125,0.04,1
2596,0.125,0.042,1
2597,0.125,0.044,1
2598,0.125,0.046,1
2599,0.125,0.048,1
2600,0.125,0.05,1
2601,0.125,0.052,1
2602,0.125,0.054,1
2603,0.125,0.056,1
2604,0.125,0.058,1
2605,0.125,0.06,1
2606,0.125,0.062,1
2607,0.125,0.064,1
2608,0.125,0.066,1
2609,0.125,0.068,1
2610,0.125,0.07,1
2611,0.125,0.072,1
2612,0.125,0.074,1
2613,0.125,0.076,1
2614,0.125,0.078,1
2615,0.125,0.08,1
2616,0.125,0.082,1
2617,0.125,0.084,1
2618,0.125,0.086,1
2619,0.125,0.088,1
2620,0.125,0.09,1
2621,0.125,0.092,1
2622,0.125,0.094,1
2623,0.125,0.096,1
2624,0.125,0.098,1
2625,0.125,0.1,1
2626,0.13,-0.1,3
2627,0.13,-0.098,3
2628,0.13,-0.096,3
2629,0.13,-0.094,3
2630,0.13,-0.092,3
2631,0.13,-0.09,3
2632,0.13,-0.088,3
2633,0.13,-0.086,3
2634,0.13,-0.084,3
2635,0.13,-0.082,3
2636,0.13,-0.08,3
2637,0.13,-0.078,3
2638,0.13,-0.076,3
2639,0.13,-0.074,3
2640,0.13,-0.072,3
2641,0.13,-0.07,3
2642,0.13,-0.068,3
2643,0.13,-0.066,3
2644,0.13,-0.064,3
2645,0.13,-0.062,3
2646,0.13,-0.06,3
2647,0.13,-0.058,3
2648,0.13,-0.056,3
2649,0.13,-0.054,3
2650,0.13,-0.052,3
2651,0.13,-0.05,3
2652,0.13,-0.048,3
2653,0.13,-0.046,3
2654,0.13,-0.044,3
2655,0.13,-0.042,3
2656,0.13,-0.04,3
2657,0.13,-0.038,3
2658,0.13,-0.036,3
2659,0.13,-0.034,3
2660,0.13,-0.032,3
2661,0.13,-0.03,3
2662,0.13,-0.028,3
2663,0.13,-0.026,3
2664,0.13,-0.024,3
2665,0.13,-0.022,3
2666,0.13,-0.02,3
2667,0.13,-0.018,3
2668,0.13,-0.016,1
2669,0.13,-0.014,1
2670,0.13,-0.012,1
2671,0.13,-0.01,1
2672,0.13,-0.008,1
2673,0.13,-0.006,1
2674,0.13,-0.004,1
2675,0.13,-0.002,1
2676,0.13,0.0,1
2677,0.13,0.002,1
2678,0.13,0.004,1
2679,0.13,0.006,1
2680,0.13,0.008,1
2681,0.13,0.01,1
2682,0.13,0.012,1
2683,0.13,0.014,1
2684,0.13,0.016,1
2685,0.13,0.018,1
2686,0.13,0.02,1
2687,0.13,0.022,1
2688,0.13,0.024,1
2689,0.13,0.026,1
2690,0.13,0.028,1
2691,0.13,0.03,1
2692,0.13,0.032,1
2693,0.13,0.034,1
2694,0.13,0.036,1
2695,0.13,0.038,1
2696,0.13,0.04,1
2697,0.13,0.042,1
2698,0.13,0.044,1
2699,0.13,0.046,1
2700,0.13,0.048,1
2701,0.13,0.05,1
2702,0.13,0.052,1
2703,0.13,0.054,1
2704,0.13,0.056,1
2705,0.13,0.058,1
2706,0.13,0.06,1
2707,0.13,0.062,1
2708,0.13,0.064,1
2709,0.13,0.066,1
2710,0.13,0.068,1
2711,0.13,0.07,1
2712,0.13,0.072,1
2713,0.13,0.074,1
2714,0.13,0.076,1
2715,0.13,0.078,1
2716,0.13,0.08,1
2717,0.13,0.082,1
2718,0.13,0.084,1
2719,0.13,0.086,1
2720,0.13,0.088,1
2721,0.13,0.09,1
2722,0.13,0.092,1
2723,0.13,0.094,1
2724,0.13,0.096,1
2725,0.13,0.098,1
2726,0.13,0.1,1
2727,0.135,-0.1,3
2728,0.135,-0.098,3
2729,0.135,-0.096,3
2730,0.135,-0.094,3
2731,0.135,-0.092,3
2732,0.135,-0.09,3
2733,0.135,-0.088,3
2734,0.135,-0.086,3
2735,0.135,-0.084,3
2736,0.135,-0.082,3
2737,0.135,-0.08,3
2738,0.135,-0.078,3
2739,0.135,-0.076,3
2740,0.135,-0.074,3
2741,0.135,-0.072,3
2742,0.135,-0.07,3
2743,0.135,-0.068,3
2744,0.135,-0.066,3
2745,0.135,-0.064,3
2746,0.135,-0.062,3
2747,0.135,-0.06,3
2748,0.135,-0.058,3
2749,0.135,-0.056,3
2750,0.135,-0.054,3
2751,0.135,-0.052,3
2752,0.135,-0.05,3
2753,0.135,-0.048,3
2754,0.135,-0.046,3
2755,0.135,-0.044,3
2756,0.135,-0.042,3
2757,0.135,-0.04,3
2758,0.135,-0.038,3
2759,0.135,-0.036,3
2760,0.135,-0.034,3
2761,0.135,-0.032,3
2762,0.135,-0.03,3
2763,0.135,-0.028,3
2764,0.135,-0.026,3
2765,0.135,-0.024,3
2766,0.135,-0.022,3
2767,0.135,-0.02,3
2768,0.135,-0.018,1
2769,0.135,-0.016,1
2770,0.135,-0.014,1
2771,0.135,-0.012,1
2772,0.135,-0.01,1
2773,0.135,-0.008,1
2774,0.135,-0.006,1
2775,0.135,-0.004,1
2776,0.135,-0.002,1
2777,0.135,0.0,1
2778,0.135,0.002,1
2779,0.135,0.004,1
2780,0.135,0.006,1
2781,0.135,0.008,1
2782,0.135,0.01,1
2783,0.135,0.012,1
2784,0.135,0.014,1
2785,0.135,0.016,1
2786,0.135,0.018,1
2787,0.135,0.02,1
2788,0.135,0.022,1
2789,0.135,0.024,1
2790,0.135,0.026,1
2791,0.135,0.028,1
2792,0.135,0.03,1
2793,0.135,0.032,1
2794,0.135,0.034,1
2795,0.135,0.036,1
2796,0.135,0.038,1
2797,0.135,0.04,1
2798,0.135,0.042,1
2799,0.135,0.044,1
2800,0.135,0.046,1
2801,0.135,0.048,1
2802,0.135,0.05,1
2803,0.135,0.052,1
2804,0.135,0.054,1
2805,0.135,0.056,1
2806,0.135,0.058,1
2807,0.135,0.06,1
2808,0.135,0.062,1
2809,0.135,0.064,1
2810,0.135,0.066,1
2811,0.135,0.068,1
2812,0.135,0.07,1
2813,0.135,0.072,1
2814,0.135,0.074,1
2815,0.135,0.076,1
2816,0.135,0.078,1
2817,0.135,0.08,1
2818,0.135,0.082,1
2819,0.135,0.084,1
2820,0.135,0.086,1
2821,0.135,0.088,1
2822,0.135,0.09,1
2823,0.135,0.092,1
2824,0.135,0.094,1
2825,0.135,0.096,1
2826,0.135,0.098,1
2827,0.135,0.1,1
2828,0.14,-0.1,3
2829,0.14,-0.098,3
2830,0.14,-0.096,3
2831,0.14,-0.094,3
2832,0.14,-0.092,3
2833,0.14,-0.09,3
2834,0.14,-0.088,3
2835,0.14,-0.086,3
2836,0.14,-0.084,3
2837,0.14,-0.082,3
2838,0.14,-0.08,3
2839,0.14,-0.078,3
2840,0.14,-0.076,3
2841,0.14,-0.074,3
2842,0.14,-0.072,3
2843,0.14,-0.07,3
2844,0.14,-0.068,3
2845,0.14,-0.066,3
2846,0.14,-0.064,3
2847,0.14,-0.062,3
2848,0.14,-0.06,3
2849,0.14,-0.058,3
2850,0.14,-0.056,3
2851,0.14,-0.054,3
2852,0.14,-0.052,3
2853,0.14,-0.05,3
2854,0.14,-0.048,3
2855,0.14,-0.046,3
2856,0.14,-0.044,3
2857,0.14,-0.042,3
2858,0.14,-0.04,3
2859,0.14,-0.038,3
2860,0.14,-0.036,3
2861,0.14,-0.034,3
2862,0.14,-0.032,3
2863,0.14,-0.03,3
2864,0.14,-0.028,3
2865,0.14,-0.026,3
2866,0.14,-0.024,3
2867,0.14,-0.022,3
2868,0.14,-0.02,3
2869,0.14,-0.018,1
2870,0.14,-0.016,1
2871,0.14,-0.014,1
2872,0.14,-0.012,1
2873,0.14,-0.01,1
2874,0.14,-0.008,1
2875,0.14,-0.006,1
2876,0.14,-0.004,1
2877,0.14,-0.002,1
2878,0.14,0.0,1
2879,0.14,0.002,1
2880,0.14,0.004,1
2881,0.14,0.006,1
2882,0.14,0.008,1
2883,0.14,0.01,1
2884,0.14,0.012,1
2885,0.14,0.014,1
2886,0.14,0.016,1
2887,0.14,0.018,1
2888,0.14,0.02,1
2889,0.14,0.022,1
2890,0.14,0.024,1
2891,0.14,0.026,1
2892,0.14,0.028,1
2893,0.14,0.03,1
2894,0.14,0.032,1
2895,0.14,0.034,1
2896,0.14,0.036,1
2897,0.14,0.038,1
2898,0.14,0.04,1
2899,0.14,0.042,1
2900,0.14,0.044,1
2901,0.14,0.046,1
2902,0.14,0.048,1
2903,0.14,0.05,1
2904,0.14,0.052,1
2905,0.14,0.054,1
2906,0.14,0.056,1
2907,0.14,0.058,1
2908,0.14,0.06,1
2909,0.14,0.062,1
2910,0.14,0.064,1
2911,0.14,0.066,1
2912,0.14,0.068,1
2913,0.14,0.07,1
2914,0.14,0.072,1
2915,0.14,0.074,1
2916,0.14,0.076,1
2917,0.14,0.078,1
2918,0.14,0.08,1
2919,0.14,0.082,1
2920,0.14,0.084,1
2921,0.14,0.086,1
2922,0.14,0.088,1
2923,0.14,0.09,1
2924,0.14,0.092,1
2925,0.14,0.094,1
2926,0.14,0.096,1
2927,0.14,0.098,1
2928,0.14,0.1,1
2929,0.145,-0.1,3
2930,0.145,-0.098,3
2931,0.145,-0.096,3
2932,0.145,-0.094,3
2933,0.145,-0.092,3
2934,0.145,-0.09,3
2935,0.145,-0.088,3
2936,0.145,-0.086,3
2937,0.145,-0.084,3
2938,0.145,-0.082,3
2939,0.145,-0.08,3
2940,0.145,-0.078,3
2941,0.145,-0.076,3
2942,0.145,-0.074,3
2943,0.145,-0.072,3
2944,0.145,-0.07,3
2945,0.145,-0.068,3
2946,0.145,-0.066,3
2947,0.145,-0.064,3
2948,0.145,-0.062,3
2949,0.145,-0.06,3
2950,0.145,-0.058,3
2951,0.145,-0.056,3
2952,0.145,-0.054,3
2953,0.145,-0.052,3
2954,0.145,-0.05,3
2955,0.145,-0.048,3
2956,0.145,-0.046,3
2957,0.145,-0.044,3
2958,0.145,-0.042,3
2959,0.145,-0.04,3
2960,0.145,-0.038,3
2961,0.145,-0.036,3
2962,0.145,-0.034,3
2963,0.145,-0.032,3
2964,0.145,-0.03,3
2965,0.145,-0.028,3
2966,0.145,-0.026,3
2967,0.145,-0.024,3
2968,0.145,-0.022,3
2969,0.145,-0.02,1
2970,0.145,-0.018,1
2971,0.145,-0.016,1
2972,0.145,-0.014,1
2973,0.145,-0.012,1
2974,0.145,-0.01,1
2975,0.145,-0.008,1
2976,0.145,-0.006,1
2977,0.145,-0.004,1
2978,0.145,-0.002,1
2979,0.145,0.0,1
2980,0.145,0.002,1
2981,0.145,0.004,1
2982,0.145,0.006,1
2983,0.145,0.008,1
2984,0.145,0.01,1
2985,0.145,0.012,1
2986,0.145,0.014,1
2987,0.145,0.016,1
2988,0.145,0.018,1
2989,0.145,0.02,1
2990,0.145,0.022,1
2991,0.145,0.024,1
2992,0.145,0.026,1
2993,0.145,0.028,1
2994,0.145,0.03,1
2995,0.145,0.032,1
2996,0.145,0.034,1
2997,0.145,0.036,1
2998,0.145,0.038,1
2999,0.145,0.04,1
3000,0.145,0.042,1
3001,0.145,0.044,1
3002,0.145,0.046,1
3003,0.145,0.048,1
3004,0.145,0.05,1
3005,0.145,0.052,1
3006,0.145,0.054,1
3007,0.145,0.056,1
3008,0.145,0.058,1
3009,0.145,0.06,1
3010,0.145,0.062,1
3011,0.145,0.064,1
3012,0.145,0.066,1
3013,0.145,0.068,1
3014,0.145,0.07,1
3015,0.145,0.072,1
3016,0.145,0.074,1
3017,0.145,0.076,1
3018,0.145,0.078,1
3019,0.145,0.08,1
3020,0.145,0.082,1
3021,0.145,0.084,1
3022,0.145,0.086,1
3023,0.145,0.088,1
3024,0.145,0.09,1
3025,0.145,0.092,1
3026,0.145,0.094,1
3027,0.145,0.096,1
3028,0.145,0.098,1
3029,0.145,0.1,1
3030,0.15,-0.1,3
3031,0.15,-0.098,3
3032,0.15,-0.096,3
3033,0.15,-0.094,3
3034,0.15,-0.092,3
3035,0.15,-0.09,3
3036,0.15,-0.088,3
3037,0.15,-0.086,3
3038,0.15,-0.084,3
3039,0.15,-0.082,3
3040,0.15,-0.08,3
3041,0.15,-0.078,3
3042,0.15,-0.076,3
3043,0.15,-0.074,3
3044,0.15,-0.072,3
3045,0.15,-0.07,3
3046,0.15,-0.068,3
3047,0.15,-0.066,3
3048,0.15,-0.064,3
3049,0.15,-0.062,3
3050,0.15,-0.06,3
3051,0.15,-0.058,3
3052,0.15,-0.056,3
3053,0.15,-0.054,3
3054,0.15,-0.052,3
3055,0.15,-0.05,3
3056,0.15,-0.048,3
3057,0.15,-0.046,3
3058,0.15,-0.044,3
3059,0.15,-0.042,3
3060,0.15,-0.04,3
3061,0.15,-0.038,3
3062,0.15,-0.036,3
3063,0.15,-0.034,3
3064,0.15,-0.032,3
3065,0.15,-0.03,3
3066,0.15,-0.028,3
3067,0.15,-0.026,3
3068,0.15,-0.024,3
3069,0.15,-0.022,3
3070,0.15,-0.02,1
3071,0.15,-0.018,1
3072,0.15,-0.016,1
3073,0.15,-0.014,1
3074,0.15,-0.012,1
3075,0.15,-0.01,1
3076,0.15,-0.008,1
3077,0.15,-0.006,1
3078,0.15,-0.004,1
3079,0.15,-0.002,1
3080,0.15,0.0,1
3081,0.15,0.002,1
3082,0.15,0.004,1
3083,0.15,0.006,1
3084,0.15,0.008,1
3085,0.15,0.01,1
3086,0.15,0.012,1
3087,0.15,0.014,1
3088,0.15,0.016,1
3089,0.15,0.018,1
3090,0.15,0.02,1
3091,0.15,0.022,1
3092,0.15,0.024,1
3093,0.15,0.026,1
3094,0.15,0.028,1
3095,0.15,0.03,1
3096,0.15,0.032,1
3097,0.15,0.034,1
3098,0.15,0.036,1
3099,0.15,0.038,1
3100,0.15,0.04,1
3101,0.15,0.042,1
3102,0.15,0.044,1
3103,0.15,0.046,1
3104,0.15,0.048,1
3105,0.15,0.05,1
3106,0.15,0.052,1
3107,0.15,0.054,1
3108,0.15,0.056,1
3109,0.15,0.058,1
3110,0.15,0.06,1
3111,0.15,0.062,1
3112,0.15,0.064,1
3113,0.15,0.066,1
3114,0.15,0.068,1
3115,0.15,0.07,1
3116,0.15,0.072,1
3117,0.15,0.074,1
3118,0.15,0.076,1
3119,0.15,0.078,1
3120,0.15,0.08,1
3121,0.15,0.082,1
3122,0.15,0.084,1
3123,0.15,0.086,1
3124,0.15,0.088,1
3125,0.15,0.09,1
3126,0.15,0.092,1
3127,0.15,0.094,1
3128,0.15,0.096,1
3129,0.15,0.098,1
3130,0.15,0.1,1
3131,0.155,-0.1,3
3132,0.155,-0.098,3
3133,0.155,-0.096,3
3134,0.155,-0.094,3
3135,0.155,-0.092,3
3136,0.155,-0.09,3
3137,0.155,-0.088,3
3138,0.155,-0.086,3
3139,0.155,-0.084,3
3140,0.155,-0.082,3
3141,0.155,-0.08,3
3142,0.155,-0.078,3
3143,0.155,-0.076,3
3144,0.155,-0.074,3
3145,0.155,-0.072,3
3146,0.155,-0.07,3
3147,0.155,-0.068,3
3148,0.155,-0.066,3
3149,0.155,-0.064,3
3150,0.155,-0.062,3
3151,0.155,-0.06,3
3152,0.155,-0.058,3
3153,0.155,-0.056,3
3154,0.155,-0.054,3
3155,0.155,-0.052,3
3156,0.155,-0.05,3
3157,0.155,-0.048,3
3158,0.155,-0.046,3
3159,0.155,-0.044,3
3160,0.155,-0.042,3
3161,0.155,-0.04,3
3162,0.155,-0.038,3
3163,0.155,-0.036,3
3164,0.155,-0.034,3
3165,0.155,-0.032,3
3166,0.155,-0.03,3
3167,0.155,-0.028,3
3168,0.155,-0.026,3
3169,0.155,-0.024,3
3170,0.155,-0.022,3
3171,0.155,-0.02,1
3172,0.155,-0.018,1
3173,0.155,-0.016,1
3174,0.155,-0.014,1
3175,0.155,-0.012,1
3176,0.155,-0.01,1
3177,0.155,-0.008,1
3178,0.155,-0.006,1
3179,0.155,-0.004,1
3180,0.155,-0.002,1
3181,0.155,0.0,1
3182,0.155,0.002,1
3183,0.155,0.004,1
3184,0.155,0.006,1
3185,0.155,0.008,1
3186,0.155,0.01,1
3187,0.155,0.012,1
3188,0.155,0.014,1
3189,0.155,0.016,1
3190,0.155,0.018,1
3191,0.155,0.02,1
3192,0.155,0.022,1
3193,0.155,0.024,1
3194,0.155,0.026,1
3195,0.155,0.028,1
3196,0.155,0.03,1
3197,0.155,0.032,1
3198,0.155,0.034,1
3199,0.155,0.036,1
3200,0.155,0.038,1
3201,0.155,0.04,1
3202,0.155,0.042,1
3203,0.155,0.044,1
3204,0.155,0.046,1
3205,0.155,0.048,1
3206,0.155,0.05,1
3207,0.155,0.052,1
3208,0.155,0.054,1
3209,0.155,0.056,1
3210,0.155,0.058,1
3211,0.155,0.06,1
3212,0.155,0.062,1
3213,0.155,0.064,1
3214,0.155,0.066,1
3215,0.155,0.068,1
3216,0.155,0.07,1
3217,0.155,0.072,1
3218,0.155,0.074,1
3219,0.155,0.076,1
3220,0.155,0.078,1
3221,0.155,0.08,1
3222,0.155,0.082,1
3223,0.155,0.084,1
3224,0.155,0.086,1
3225,0.155,0.088,1
3226,0.155,0.09,1
3227,0.155,0.092,1
3228,0.155,0.094,1
3229,0.155,0.096,1
3230,0.155,0.098,1
3231,0.155,0.1,1
3232,0.16,-0.1,3
3233,0.16,-0.098,3
3234,0.16,-0.096,3
3235,0.16,-0.094,3
3236,0.16,-0.092,3
3237,0.16,-0.09,3
3238,0.16,-0.088,3
3239,0.16,-0.086,3
3240,0.16,-0.084,3
3241,0.16,-0.082,3
3242,0.16,-0.08,3
3243,0.16,-0.078,3
3244,0.16,-0.076,3
3245,0.16,-0.074,3
3246,0.16,-0.072,3
3247,0.16,-0.07,3
3248,0.16,-0.068,3
3249,0.16,-0.066,3
3250,0.16,-0.064,3
3251,0.16,-0.062,3
3252,0.16,-0.06,3
3253,0.16,-0.058,3
3254,0.16,-0.056,3
3255,0.16,-0.054,3
3256,0.16,-0.052,3
3257,0.16,-0.05,3
3258,0.16,-0.048,3
3259,0.16,-0.046,3
3260,0.16,-0.044,3
3261,0.16,-0.042,3
3262,0.16,-0.04,3
3263,0.16,-0.038,3
3264,0.16,-0.036,3
3265,0.16,-0.034,3
3266,0.16,-0.032,3
3267,0.16,-0.03,3
3268,0.16,-0.028,3
3269,0.16,-0.026,3
3270,0.16,-0.024,3
3271,0.16,-0.022,1
3272,0.16,-0.02,1
3273,0.16,-0.018,1
3274,0.16,-0.016,1
3275,0.16,-0.014,1
3276,0.16,-0.012,1
3277,0.16,-0.01,1
3278,0.16,-0.008,1
3279,0.16,-0.006,1
3280,0.16,-0.004,1
3281,0.16,-0.002,1
3282,0.16,0.0,1
3283,0.16,0.002,1
3284,0.16,0.004,1
3285,0.16,0.006,1
3286,0.16,0.008,1
3287,0.16,0.01,1
3288,0.16,0.012,1
3289,0.16,0.014,1
3290,0.16,0.016,1
3291,0.16,0.018,1
3292,0.16,0.02,1
3293,0.16,0.022,1
3294,0.16,0.024,1
3295,0.16,0.026,1
3296,0.16,0.028,1
3297,0.16,0.03,1
3298,0.16,0.032,1
3299,0.16,0.034,1
3300,0.16,0.036,1
3301,0.16,0.038,1
3302,0.16,0.04,1
3303,0.16,0.042,1
3304,0.16,0.044,1
3305,0.16,0.046,1
3306,0.16,0.048,1
3307,0.16,0.05,1
3308,0.16,0.052,1
3309,0.16,0.054,1
3310,0.16,0.056,1
3311,0.16,0.058,1
3312,0.16,0.06,1
3313,0.16,0.062,1
3314,0.16,0.064,1
3315,0.16,0.066,1
3316,0.16,0.068,1
3317,0.16,0.07,1
3318,0.16,0.072,1
3319,0.16,0.074,1
3320,0.16,0.076,1
3321,0.16,0.078,1
3322,0.16,0.08,1
3323,0.16,0.082,1
3324,0.16,0.084,1
3325,0.16,0.086,1
3326,0.16,0.088,1
3327,0.16,0.09,1
3328,0.16,0.092,1
3329,0.16,0.094,1
3330,0.16,0.096,1
3331,0.16,0.098,1
3332,0.16,0.1,1
3333,0.165,-0.1,3
3334,0.165,-0.098,3
3335,0.165,-0.096,3
3336,0.165,-0.094,3
3337,0.165,-0.092,3
3338,0.165,-0.09,3
3339,0.165,-0.088,3
3340,0.165,-0.086,3
3341,0.165,-0.084,3
3342,0.165,-0.082,3
3343,0.165,-0.08,3
3344,0.165,-0.078,3
3345,0.165,-0.076,3
3346,0.165,-0.074,3
3347,0.165,-0.072,3
3348,0.165,-0.07,3
3349,0.165,-0.068,3
3350,0.165,-0.066,3
3351,0.165,-0.064,3
3352,0.165,-0.062,3
3353,0.165,-0.06,3
3354,0.165,-0.058,3
3355,0.165,-0.056,3
3356,0.165,-0.054,3
3357,0.165,-0.052,3
3358,0.165,-0.05,3
3359,0.165,-0.048,3
3360,0.165,-0.046,3
3361,0.165,-0.044,3
3362,0.165,-0.042,3
3363,0.165,-0.04,3
3364,0.165,-0.038,3
3365,0.165,-0.036,3
3366,0.165,-0.034,3
3367,0.165,-0.032,3
3368,0.165,-0.03,3
3369,0.165,-0.028,3
3370,0.165,-0.026,3
3371,0.165,-0.024,3
3372,0.165,-0.022,1
3373,0.165,-0.02,1
3374,0.165,-0.018,1
3375,0.165,-0.016,1
3376,0.165,-0.014,1
3377,0.165,-0.012,1
3378,0.165,-0.01,1
3379,0.165,-0.008,1
3380,0.165,-0.006,1
3381,0.165,-0.004,1
3382,0.165,-0.002,1
3383,0.165,0.0,1
3384,0.165,0.002,1
3385,0.165,0.004,1
3386,0.165,0.006,1
3387,0.165,0.008,1
3388,0.165,0.01,1
3389,0.165,0.012,1
3390,0.165,0.014,1
3391,0.165,0.016,1
3392,0.165,0.018,1
3393,0.165,0.02,1
3394,0.165,0.022,1
3395,0.165,0.024,1
3396,0.165,0.026,1
3397,0.165,0.028,1
3398,0.165,0.03,1
3399,0.165,0.032,1
3400,0.165,0.034,1
3401,0.165,0.036,1
3402,0.165,0.038,1
3403,0.165,0.04,1
3404,0.165,0.042,1
3405,0.165,0.044,1
3406,0.165,0.046,1
3407,0.165,0.048,1
3408,0.165,0.05,1
3409,0.165,0.052,1
3410,0.165,0.054,1
3411,0.165,0.056,1
3412,0.165,0.058,1
3413,0.165,0.06,1
3414,0.165,0.062,1
3415,0.165,0.064,1
3416,0.165,0.066,1
3417,0.165,0.068,1
3418,0.165,0.07,1
3419,0.165,0.072,1
3420,0.165,0.074,1
3421,0.165,0.076,1
3422,0.165,0.078,1
3423,0.165,0.08,1
3424,0.165,0.082,1
3425,0.165,0.084,1
3426,0.165,0.086,1
3427,0.165,0.088,1
3428,0.165,0.09,1
3429,0.165,0.092,1
3430,0.165,0.094,1
3431,0.165,0.096,1
3432,0.165,0.098,1
3433,0.165,0.1,1
3434,0.17,-0.1,3
3435,0.17,-0.098,3
3436,0.17,-0.096,3
3437,0.17,-0.094,3
3438,0.17,-0.092,3
3439,0.17,-0.09,3
3440,0.17,-0.088,3
3441,0.17,-0.086,3
3442,0.17,-0.084,3
3443,0.17,-0.082,3
3444,0.17,-0.08,3
3445,0.17,-0.078,3
3446,0.17,-0.076,3
3447,0.17,-0.074,3
3448,0.17,-0.072,3
3449,0.17,-0.07,3
3450,0.17,-0.068,3
3451,0.17,-0.066,3
3452,0.17,-0.064,3
3453,0.17,-0.062,3
3454,0.17,-0.06,3
3455,0.17,-0.058,3
3456,0.17,-0.056,3
3457,0.17,-0.054,3
3458,0.17,-0.052,3
3459,0.17,-0.05,3
3460,0.17,-0.048,3
3461,0.17,-0.046,3
3462,0.17,-0.044,3
3463,0.17,-0.042,3
3464,0.17,-0.04,3
3465,0.17,-0.038,3
3466,0.17,-0.036,3
3467,0.17,-0.034,3
3468,0.17,-0.032,3
3469,0.17,-0.03,3
3470,0.17,-0.028,3
3471,0.17,-0.026,3
3472,0.17,-0.024,1
3473,0.17,-0.022,1
3474,0.17,-0.02,1
3475,0.17,-0.018,1
3476,0.17,-0.016,1
3477,0.17,-0.014,1
3478,0.17,-0.012,1
3479,0.17,-0.01,1
3480,0.17,-0.008,1
3481,0.17,-0.006,1
3482,0.17,-0.004,1
3483,0.17,-0.002,1
3484,0.17,0.0,1
3485,0.17,0.002,1
3486,0.17,0.004,1
3487,0.17,0.006,1
3488,0.17,0.008,1
3489,0.17,0.01,1
3490,0.17,0.012,1
3491,0.17,0.014,1
3492,0.17,0.016,1
3493,0.17,0.018,1
3494,0.17,0.02,1
3495,0.17,0.022,1
3496,0.17,0.024,1
3497,0.17,0.026,1
3498,0.17,0.028,1
3499,0.17,0.03,1
3500,0.17,0.032,1
3501,0.17,0.034,1
3502,0.17,0.036,1
3503,0.17,0.038,1
3504,0.17,0.04,1
3505,0.17,0.042,1
3506,0.17,0.044,1
3507,0.17,0.046,1
3508,0.17,0.048,1
3509,0.17,0.05,1
3510,0.17,0.052,1
3511,0.17,0.054,1
3512,0.17,0.056,1
3513,0.17,0.058,1
3514,0.17,0.06,1
3515,0.17,0.062,1
3516,0.17,0.064,1
3517,0.17,0.066,1
3518,0.17,0.068,1
3519,0.17,0.07,1
3520,0.17,0.072,1
3521,0.17,0.074,1
3522,0.17,0.076,1
3523,0.17,0.078,1
3524,0.17,0.08,1
3525,0.17,0.082,1
3526,0.17,0.084,1
3527,0.17,0.086,1
3528,0.17,0.088,1
3529,0.17,0.09,1
3530,0.17,0.092,1
3531,0.17,0.094,1
3532,0.17,0.096,1
3533,0.17,0.098,1
3534,0.17,0.1,1
3535,0.175,-0.1,3
3536,0.175,-0.098,3
3537,0.175,-0.096,3
3538,0.175,-0.094,3
3539,0.175,-0.092,3
3540,0.175,-0.09,3
3541,0.175,-0.088,3
3542,0.175,-0.086,3
3543,0.175,-0.084,3
3544,0.175,-0.082,3
3545,0.175,-0.08,3
3546,0.175,-0.078,3
3547,0.175,-0.076,3
3548,0.175,-0.074,3
3549,0.175,-0.072,3
3550,0.175,-0.07,3
3551,0.175,-0.068,3
3552,0.175,-0.066,3
3553,0.175,-0.064,3
3554,0.175,-0.062,3
3555,0.175,-0.06,3
